method,donor_id,surplus_kg,allocated_kg,waste_kg,meals_served,ngo_id,distance_km,paps_score,time_to_expiry
PAPS,D12981,24.99500192179244,24.99500192179244,0.0,62.4875048044811,NGO_261,1.335,0.845995,2.2654052628456984
PAPS,D16085,20.108790307313548,20.108790307313548,0.0,50.271975768283866,NGO_469,4.885543284756191,0.970686740291463,10.193488932788496
PAPS,D12580,24.661622170265055,24.661622170265055,0.0,61.654055425662634,NGO_092,2.744808035868312,0.841765575892395,5.623932403167007
PAPS,D21240,26.328613648194192,26.328613648194192,0.0,65.82153412048548,NGO_275,2.2424689797529265,0.8432725930607412,12.322764646551198
PAPS,D12624,18.449819050600677,18.449819050600677,0.0,46.12454762650169,NGO_158,3.264253813858371,0.8402072385584249,4.789862864079863
PAPS,D09244,23.842166586342895,23.842166586342895,0.0,59.60541646585723,NGO_348,0.5947372774510106,0.8482157881676471,13.055003809639455
PAPS,D22341,23.344198203489736,23.344198203489736,0.0,58.360495508724334,NGO_060,1.536033831026487,0.8453918985069206,8.187765540808599
PAPS,D15786,19.415490786533336,19.415490786533336,0.0,48.538726966333336,NGO_324,9.818,0.820546,16.98767981978775
PAPS,D20725,3.6223576193964306,3.6223576193964306,0.0,9.055894048491076,NGO_053,1.598,0.8452060000000001,4.200335106335892
PAPS,D28003,24.277214103586832,24.277214103586832,0.0,60.69303525896708,NGO_476,1.199423378739327,0.846401729863782,7.457061616804136
PAPS,D29999,5.081523217089597,5.081523217089597,0.0,12.703808042723992,NGO_457,1.096,0.8467119999999999,3.815576339849425
PAPS,D14792,17.21999787696905,17.21999787696905,0.0,43.04999469242262,NGO_297,3.8523792768415897,0.9768857243389506,16.795097892457004
PAPS,D29217,3.4143980570625487,3.4143980570625487,0.0,8.535995142656372,NGO_414,2.627,0.984238,16.037429654095696
PAPS,D04405,10.588102866605425,10.588102866605425,0.0,26.470257166513562,NGO_049,1.357,0.8459289999999999,6.12706604344249
PAPS,D09102,24.127432581491178,24.127432581491178,0.0,60.318581453727944,NGO_471,2.7687671854686533,0.8416936984435941,12.559744736546865
PAPS,D20929,17.529964708942103,17.529964708942103,0.0,43.82491177235526,NGO_463,1.733265735046005,0.844800202794862,15.075555203219453
PAPS,D08513,24.869806884006458,24.869806884006458,0.0,62.17451721001614,NGO_227,5.410875980154312,0.9675347441190743,10.883212985591397
PAPS,D12735,21.28885446436336,21.28885446436336,0.0,53.2221361609084,NGO_021,4.96267090943629,0.8351119872716912,10.474409253696104
PAPS,D06254,25.047057996732534,25.047057996732534,0.0,62.617644991831334,NGO_466,4.185320703535265,0.8374440378893941,5.869636654407227
PAPS,D19615,23.455009569965288,23.455009569965288,0.0,58.63752392491322,NGO_241,9.39237708596465,0.8218228687421061,3.4896442848943874
PAPS,D00187,16.637133996702673,16.637133996702673,0.0,41.59283499175668,NGO_317,2.9895667955208056,0.9820625992268752,16.35545212725323
PAPS,D21393,23.076286449392317,23.076286449392317,0.0,57.69071612348079,NGO_078,1.27758774047987,0.8461672367785604,16.406688914613287
PAPS,D29325,27.5817426067908,27.5817426067908,0.0,68.954356516977,NGO_427,4.6752602856945495,0.9719484382858328,12.129623316372287
PAPS,D12086,14.494594666857212,14.494594666857212,0.0,36.236486667143026,NGO_360,5.178165702366061,0.9689310057858036,7.424476656779211
PAPS,D20397,29.661673703287278,29.661673703287278,0.0,74.1541842582182,NGO_142,0.08780296805800761,0.999473182191652,7.587353193802574
PAPS,D12095,22.55651199313419,22.55651199313419,0.0,56.39127998283547,NGO_121,4.411045768574602,0.8367668626942761,13.61529086192383
PAPS,D12253,19.61769803820242,19.61769803820242,0.0,49.04424509550605,NGO_423,2.5300742285942515,0.8424097773142172,16.353764159241234
PAPS,D19392,19.568402849114374,19.568402849114374,0.0,48.92100712278593,NGO_282,3.7062916346913504,0.838881125095926,16.193382788241877
PAPS,D03178,32.88425565858443,32.88425565858443,0.0,82.21063914646106,NGO_020,3.2755687047751767,0.8401732938856745,14.478008733721982
Random,D12371,25.11435657891148,25.11435657891148,0.0,62.78589144727869,NGO_331,1587.6226063662543,0.9997176732861306,7.9926419015578
Random,D14999,3.1877876431896293,3.1877876431896293,0.0,7.9694691079740725,NGO_354,1519.758,0.9979341105333375,17.21142890255866
Random,D21089,18.37860326258039,18.37860326258039,0.0,45.946508156450975,NGO_264,8.433335655707403,0.9994137257706666,13.711903068982481
Random,D28145,23.64964393644675,23.64964393644675,0.0,59.124109841116876,NGO_254,652.1427767979227,0.9983475113929496,11.578535747152586
